FECHA (YYMMDD);HORA (HHMM);;
180221;1100;41;
180221;1200;35;
180221;1300;33;
180221;1400;34;
180221;1500;41;
180221;1600;64;
180221;1700;69;
180221;1800;68;
180221;1900;66;
180221;2000;65;
180221;2100;69;
180221;2200;73;
180221;2300;74;
180222;0000;77;
180222;0100;78;
180222;0200;80;
180222;0300;85;
180222;0400;86;
180222;0500;84;
180222;0600;86;
180222;0700;85;
180222;0800;80;
180222;0900;78;
180222;1000;75;
180222;1100;78;
180222;1200;79;
180222;1300;86;
180222;1400;89;
180222;1500;88;
180222;1600;88;
180222;1700;93;
180222;1800;96;
180222;1900;98;
180222;2000;98;
180222;2100;99;
180222;2200;99;
180222;2300;99;
180223;0000;100;
180223;0100;100;
180223;0200;100;
180223;0300;100;
180223;0400;100;
180223;0500;100;
180223;0600;100;
180223;0700;100;
180223;0800;100;
180223;0900;87;
180223;1000;78;
180223;1100;65;
180223;1200;55;
180223;1300;46;
180223;1400;42;
180223;1500;43;
180223;1600;48;
180223;1700;50;
180223;1800;53;
180223;1900;59;
180223;2000;65;
180223;2100;70;
180223;2200;74;
180223;2300;78;
180224;0000;86;
180224;0100;89;
180224;0200;91;
180224;0300;93;
180224;0400;94;
180224;0500;95;
180224;0600;96;
180224;0700;96;
180224;0800;86;
180224;0900;74;
180224;1000;63;
180224;1100;52;
180224;1200;45;
180224;1300;43;
180224;1400;41;
180224;1500;42;
180224;1600;43;
180224;1700;43;
180224;1800;52;
180224;1900;66;
180224;2000;70;
180224;2100;73;
180224;2200;77;
180224;2300;76;
180225;0000;80;
180225;0100;80;
180225;0200;85;
180225;0300;91;
180225;0400;93;
180225;0500;95;
180225;0600;96;
180225;0700;98;
180225;0800;98;
180225;0900;97;
180225;1000;88;
180225;1100;71;
180225;1200;61;
180225;1300;52;
180225;1400;44;
180225;1500;39;
180225;1600;33;
180225;1700;43;
180225;1800;48;
180225;1900;54;
180225;2000;82;
180225;2100;90;
180225;2200;91;
180225;2300;91;
180226;0000;94;
180226;0100;97;
180226;0200;97;
180226;0300;98;
180226;0400;97;
180226;0500;94;
180226;0600;91;
180226;0700;91;
180226;0800;93;
180226;0900;87;
180226;1000;81;
180226;1100;76;
180226;1200;63;
180226;1300;63;
180226;1400;64;
180226;1500;61;
180226;1600;63;
180226;1700;64;
180226;1800;66;
180226;1900;75;
180226;2000;83;
180226;2100;84;
180226;2200;86;
180226;2300;88;
180227;0000;89;
180227;0100;91;
180227;0200;94;
180227;0300;95;
180227;0400;96;
180227;0500;97;
180227;0600;99;
180227;0700;99;
180227;0800;93;
180227;0900;78;
180227;1000;74;
180227;1100;66;
180227;1200;57;
180227;1300;50;
180227;1400;44;
180227;1500;41;
180227;1600;45;
180227;1700;51;
180227;1800;55;
180227;1900;60;
180227;2000;69;
180227;2100;78;
180227;2200;84;
180227;2300;88;
180228;0000;90;
180228;0100;91;
180228;0200;90;
180228;0300;90;
180228;0400;92;
