FECHA (YYMMDD);HORA (HHMM);;
180210;1100;1,6;
180210;1200;1,9;
180210;1300;1,8;
180210;1400;1,9;
180210;1500;2;
180210;1600;2,1;
180210;1700;1,9;
180210;1800;1,9;
180210;1900;1,3;
180210;2000;;
180210;2100;1,1;
180210;2200;1,3;
180210;2300;0,4;
180211;0000;0,5;
180211;0100;0,6;
180211;0200;0,7;
180211;0300;1,4;
180211;0400;1,3;
180211;0500;0,7;
180211;0600;1;
180211;0700;1,7;
180211;0800;2,3;
180211;0900;2,7;
180211;1000;1,9;
180211;1100;1,6;
180211;1200;1,5;
180211;1300;1,3;
180211;1400;1,2;
180211;1500;1,2;
180211;1600;1,8;
180211;1700;2,1;
180211;1800;1,5;
180211;1900;1;
180211;2000;1,1;
180211;2100;1,3;
180211;2200;1,9;
180211;2300;1,2;
180212;0000;1,2;
180212;0100;1,1;
180212;0200;0,4;
180212;0300;0;
180212;0400;0,4;
180212;0500;1,1;
180212;0600;1,2;
180212;0700;1,8;
180212;0800;2;
180212;0900;1,6;
180212;1000;1,9;
180212;1100;2,2;
180212;1200;2,8;
180212;1300;2,7;
180212;1400;2,9;
180212;1500;2,3;
180212;1600;2;
180212;1700;2,1;
180212;1800;2,3;
180212;1900;2,2;
180212;2000;1;
180212;2100;0,4;
180212;2200;1;
180212;2300;1,5;
180213;0000;2;
180213;0100;2,1;
180213;0200;1,9;
180213;0300;2,2;
180213;0400;1,9;
180213;0500;1,8;
180213;0600;2,2;
180213;0700;2,3;
180213;0800;2,2;
180213;0900;2,2;
180213;1000;2;
180213;1100;2;
180213;1200;1,7;
180213;1300;1,7;
180213;1400;1,4;
180213;1500;2,1;
180213;1600;1,8;
180213;1700;1;
180213;1800;1,4;
180213;1900;1,4;
180213;2000;1;
180213;2100;0,6;
180213;2200;0,2;
180213;2300;0;
180214;0000;0;
180214;0100;0;
180214;0200;0;
180214;0300;0;
180214;0400;0;
180214;0500;0;
180214;0600;0;
180214;0700;0;
180214;0800;0;
180214;0900;0;
180214;1000;0;
180214;1100;0;
180214;1200;0,6;
180214;1300;2;
180214;1400;2,3;
180214;1500;2,1;
180214;1600;2,1;
180214;1700;2;
180214;1800;2;
180214;1900;1,2;
180214;2000;1,3;
180214;2100;0,4;
180214;2200;0,5;
180214;2300;0,7;
180215;0000;0,2;
180215;0100;0;
180215;0200;0,4;
180215;0300;0,7;
180215;0400;0,2;
180215;0500;0,2;
180215;0600;0,3;
180215;0700;1;
180215;0800;1,1;
180215;0900;1,1;
180215;1000;0,7;
180215;1100;1,3;
180215;1200;2,1;
180215;1300;2,1;
180215;1400;2,7;
180215;1500;2,6;
180215;1600;3,1;
180215;1700;2,4;
180215;1800;1,9;
180215;1900;1,9;
180215;2000;1,2;
180215;2100;1,2;
180215;2200;1,5;
180215;2300;0,9;
180216;0000;0,2;
180216;0100;0,1;
180216;0200;0,3;
180216;0300;0,1;
180216;0400;0;
180216;0500;0;
180216;0600;0;
180216;0700;0,1;
180216;0800;0,4;
180216;0900;0,3;
180216;1000;0,8;
180216;1100;0,2;
180216;1200;1,8;
180216;1300;2;
180216;1400;2,3;
180216;1500;2,4;
180216;1600;2,6;
180216;1700;2,2;
180216;1800;1,4;
180216;1900;1,9;
180216;2000;1,1;
180216;2100;0,7;
180216;2200;0,8;
180216;2300;0,7;
180217;0000;0,5;
180217;0100;0,4;
180217;0200;0,4;
180217;0300;0,2;
180217;0400;0,1;
180217;0500;0,1;
180217;0600;0,3;
180217;0700;0,2;
180217;0800;0,6;
180217;0900;1;
180217;1000;0,8;
180217;1100;0,5;
180217;1200;0,4;
180217;1300;2,1;
180217;1400;2,1;
180217;1500;1,7;
180217;1600;2;
180217;1700;1,5;
180217;1800;1,2;
180217;1900;0,5;
180217;2000;0,1;
180217;2100;0,3;
180217;2200;0,3;
180217;2300;0,2;
180218;0000;0,1;
180218;0100;0,3;
180218;0200;0,4;
180218;0300;0;
180218;0400;0,3;
180218;0500;0,3;
180218;0600;0;
180218;0700;0,2;
180218;0800;0,2;
180218;0900;0,8;
180218;1000;0,8;
180218;1100;1,9;
180218;1200;2,9;
180218;1300;2,3;
180218;1400;1,8;
180218;1500;2,1;
180218;1600;2,6;
180218;1700;2;
180218;1800;1,6;
180218;1900;0,6;
180218;2000;0,5;
180218;2100;0,8;
180218;2200;0,2;
180218;2300;0;
180219;0000;0,1;
180219;0100;0,3;
180219;0200;0,1;
180219;0300;0,7;
180219;0400;1,3;
180219;0500;1,4;
180219;0600;1,2;
180219;0700;1,3;
180219;0800;1,4;
180219;0900;1;
180219;1000;1;
180219;1100;0,9;
180219;1200;0,7;
180219;1300;0,5;
180219;1400;1,7;
180219;1500;2,4;
180219;1600;0,7;
180219;1700;1,2;
180219;1800;0,8;
180219;1900;0,7;
180219;2000;0,9;
180219;2100;0,9;
180219;2200;0;
180219;2300;0;
180220;0000;0;
180220;0100;0,1;
180220;0200;0,5;
180220;0300;0,4;
180220;0400;0,1;
180220;0500;0;
180220;0600;0,1;
180220;0700;0;
180220;0800;0,2;
180220;0900;1;
180220;1000;0,8;
180220;1100;1,2;
180220;1200;1,5;
180220;1300;1,2;
180220;1400;2,2;
180220;1500;2,7;
180220;1600;2,2;
180220;1700;1,9;
180220;1800;1,4;
180220;1900;0,8;
180220;2000;0,1;
180220;2100;0,1;
180220;2200;0;
180220;2300;0;
180221;0000;0,1;
180221;0100;0;
180221;0200;0;
180221;0300;0;
180221;0400;0;
180221;0500;0;
180221;0600;0,1;
180221;0700;0;
180221;0800;0,1;
180221;0900;0,3;
180221;1000;0,3;
180221;1100;0,4;
180221;1200;0,4;
180221;1300;0,3;
180221;1400;0,6;
180221;1500;1,4;
180221;1600;1,6;
180221;1700;1,2;
180221;1800;0,2;
180221;1900;0,1;
180221;2000;0,1;
180221;2100;0;
180221;2200;0,1;
180221;2300;0;
180222;0000;0;
180222;0100;0;
180222;0200;0,1;
180222;0300;0,1;
180222;0400;0,3;
180222;0500;0,6;
180222;0600;0,4;
180222;0700;0,4;
180222;0800;1,1;
180222;0900;1,1;
180222;1000;1,5;
180222;1100;1,7;
180222;1200;1,7;
180222;1300;1,1;
180222;1400;0,6;
180222;1500;0,8;
180222;1600;0,7;
180222;1700;0,8;
180222;1800;0,7;
180222;1900;0,1;
180222;2000;0;
180222;2100;0;
180222;2200;0;
180222;2300;0;
180223;0000;0;
180223;0100;0,3;
180223;0200;0,8;
180223;0300;0,7;
180223;0400;0,5;
180223;0500;0;
180223;0600;0,4;
180223;0700;1;
180223;0800;1,4;
180223;0900;1,7;
180223;1000;1,8;
180223;1100;1,8;
180223;1200;1,3;
180223;1300;1,4;
180223;1400;1,5;
180223;1500;1,6;
180223;1600;1,2;
180223;1700;1,6;
180223;1800;1,1;
180223;1900;0,7;
180223;2000;0,5;
180223;2100;0,9;
180223;2200;0,3;
180223;2300;0;
180224;0000;0,1;
180224;0100;0;
180224;0200;0,1;
180224;0300;0;
180224;0400;0;
180224;0500;0;
180224;0600;0;
180224;0700;0;
180224;0800;0;
180224;0900;0,1;
180224;1000;0,3;
180224;1100;0,9;
180224;1200;1,2;
180224;1300;2,3;
180224;1400;2,1;
